"team.id" "team.name" "team.logo" "league.id" "league.name" "league.country" "league.logo" "league.flag" "league.season" "games.appearences" "games.lineups" "games.minutes" "games.number" "games.position" "games.rating" "games.captain" "substitutes.in" "substitutes.out" "substitutes.bench" "shots.total" "shots.on" "goals.total" "goals.conceded" "goals.assists" "goals.saves" "passes.total" "passes.key" "passes.accuracy" "tackles.total" "tackles.blocks" "tackles.interceptions" "duels.total" "duels.won" "dribbles.attempts" "dribbles.success" "dribbles.past" "fouls.drawn" "fouls.committed" "cards.yellow" "cards.yellowred" "cards.red" "penalty.won" "penalty.commited" "penalty.scored" "penalty.missed" "penalty.saved" "player.id" "player.name" "player.firstname" "player.lastname" "player.age" "player.nationality" "player.height" "player.weight" "player.injured" "player.photo" "player.birth.date" "player.birth.place" "player.birth.country" "id"
"257" 490 "Cagliari" "https://media-2.api-sports.io/football/teams/490.png" 137 "Coppa Italia" "Italy" "https://media-2.api-sports.io/football/leagues/137.png" "https://media-1.api-sports.io/flags/it.svg" 2021 2 2 162 NA "Midfielder" "7.500000" FALSE 0 1 0 4 3 2 0 NA NA 56 NA 24 5 1 1 20 9 1 NA NA 3 4 0 0 0 NA NA 0 0 NA 30561 "A. Deiola" "Alessandro" "Deiola" 28 "Italy" "189 cm" "85 kg" FALSE "https://media.api-sports.io/football/players/30561.png" "1995-08-01" "San Gavino Monreale" "Italy" 17
"258" 895 "Como" "https://media-2.api-sports.io/football/teams/895.png" 137 "Coppa Italia" "Italy" "https://media.api-sports.io/football/leagues/137.png" "https://media-2.api-sports.io/flags/it.svg" 2021 1 1 75 NA "Midfielder" NA FALSE 0 1 0 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 NA NA NA NA NA 31182 "M. Chajia" "Moutir" "Chajia" 25 "Belgium" "181 cm" "72 kg" FALSE "https://media.api-sports.io/football/players/31182.png" "1998-06-04" "Heusden-Zolder" "Belgium" 18
"259" 514 "Salernitana" "https://media.api-sports.io/football/teams/514.png" 137 "Coppa Italia" "Italy" "https://media.api-sports.io/football/leagues/137.png" "https://media-2.api-sports.io/flags/it.svg" 2021 1 1 82 NA "Attacker" "8.300000" FALSE 0 1 0 3 2 2 0 NA NA 17 2 13 NA 2 NA 11 4 2 1 NA 2 1 0 0 0 NA NA 0 0 NA 31436 "F. Bonazzoli" "Federico" "Bonazzoli" 26 "Italy" "182 cm" "79 kg" FALSE "https://media-1.api-sports.io/football/players/31436.png" "1997-05-21" "Manerbio" "Italy" 19
"260" 506 "Benevento" "https://media.api-sports.io/football/teams/506.png" 137 "Coppa Italia" "Italy" "https://media-1.api-sports.io/football/leagues/137.png" "https://media.api-sports.io/flags/it.svg" 2021 2 1 124 NA "Attacker" "7.100000" FALSE 1 1 1 4 3 2 0 NA NA 9 NA 4 NA NA NA 8 2 NA NA NA 2 1 0 0 0 NA NA 1 0 NA 30665 "G. Moncini" "Gabriele" "Moncini" 27 "Italy" "184 cm" "75 kg" FALSE "https://media-1.api-sports.io/football/players/30665.png" "1996-04-26" "Pistoia" "Italy" 20
"261" 211 "Benfica" "https://media-2.api-sports.io/football/teams/211.png" 94 "Primeira Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/94.png" "https://media.api-sports.io/flags/pt.svg" 2021 28 24 1987 NA "Attacker" "7.450000" FALSE 4 14 4 67 41 26 0 4 NA 398 29 9 14 4 5 241 106 77 39 NA 29 27 6 0 0 NA NA 3 0 NA 51617 "D. Núñez" "Darwin Gabriel" "Núñez Ribeiro" 24 "Uruguay" "187 cm" "81 kg" FALSE "https://media-2.api-sports.io/football/players/51617.png" "1999-06-24" "Artigas" "Uruguay" 1
"262" 212 "FC Porto" "https://media-2.api-sports.io/football/teams/212.png" 94 "Primeira Liga" "Portugal" "https://media.api-sports.io/football/leagues/94.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 32 27 2434 NA "Attacker" "7.500000" FALSE 5 13 5 73 41 20 0 11 NA 628 45 15 11 NA 13 277 120 49 20 NA 44 30 4 1 0 NA NA 5 0 NA 42315 "M. Taremi" "Mehdi" "Taremi" 31 "Iran" "187 cm" "79 kg" FALSE "https://media-2.api-sports.io/football/players/42315.png" "1992-07-18" "Bushehr" "Iran" 2
"263" 217 "SC Braga" "https://media.api-sports.io/football/teams/217.png" 94 "Primeira Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/94.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 32 31 2791 NA "Attacker" "7.509677" FALSE 1 6 1 60 34 19 0 4 NA 976 88 25 40 1 14 220 100 38 16 NA 41 19 4 0 0 NA NA 3 1 NA 41103 "Ricardo Horta" "Ricardo Jorge" "da Luz Horta" 29 "Portugal" "173 cm" "63 kg" FALSE "https://media-2.api-sports.io/football/players/41103.png" "1994-09-15" "Almada" "Portugal" 3
"264" 762 "GIL Vicente" "https://media.api-sports.io/football/teams/762.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 32 30 2621 NA "Attacker" "6.841935" FALSE 2 22 2 53 32 16 0 NA NA 386 12 9 20 1 4 299 107 23 10 NA 42 69 5 0 0 NA NA 2 0 NA 936 "Fran Navarro" "Francisco José" "Navarro Aliaga" 25 "Spain" "180 cm" "73 kg" FALSE "https://media.api-sports.io/football/players/936.png" "1998-02-03" "Valencia" "Spain" 4
"265" 224 "Guimaraes" "https://media-1.api-sports.io/football/teams/224.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 28 26 2183 NA "Attacker" "6.942307" FALSE 2 18 2 62 30 15 0 2 NA 291 10 7 12 2 2 364 152 27 11 NA 19 36 8 1 0 NA NA 1 0 NA 63968 "Ó. Estupiñán" "Óscar Eduardo" "Estupiñán Vallesilla" 27 "Colombia" "182 cm" "76 kg" FALSE "https://media-2.api-sports.io/football/players/63968.png" "1996-09-29" "Santiago de Cali" "Colombia" 5
"266" 228 "Sporting CP" "https://media-1.api-sports.io/football/teams/228.png" 94 "Primeira Liga" "Portugal" "https://media.api-sports.io/football/leagues/94.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 29 26 2088 NA "Midfielder" "7.382758" FALSE 3 19 3 58 41 15 0 6 NA 795 60 20 12 1 4 135 42 28 9 NA 19 22 7 0 0 NA NA 5 0 NA 2056 "Pablo Sarabia" "Pablo" "Sarabia García" 31 "Spain" "174 cm" "70 kg" FALSE "https://media-1.api-sports.io/football/players/2056.png" "1992-05-11" "Madrid" "Spain" 6
"267" 212 "FC Porto" "https://media.api-sports.io/football/teams/212.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 30 25 2034 NA "Attacker" "7.200000" FALSE 5 17 7 52 34 14 0 4 NA 455 22 12 19 1 4 244 120 36 18 NA 57 29 2 0 0 NA NA 0 1 NA 152856 "Evanilson" "Francisco Evanilson" "de Lima Barbosa" 24 "Brazil" "180 cm" "80 kg" FALSE "https://media.api-sports.io/football/players/152856.png" "1999-10-06" "Fortaleza" "Brazil" 7
"268" 212 "FC Porto" "https://media-2.api-sports.io/football/teams/212.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media.api-sports.io/flags/pt.svg" 2021 18 18 1507 NA "Attacker" "7.477777" FALSE 0 13 0 47 26 14 0 4 NA 630 40 28 12 NA 4 229 117 73 46 NA 26 29 2 0 0 NA NA 0 1 NA 2489 "L. Díaz" "Luis Fernando" "Díaz Marulanda" 26 "Colombia" "178 cm" "65 kg" FALSE "https://media.api-sports.io/football/players/2489.png" "1997-01-13" "Barrancas" "Colombia" 8
"269" 242 "Famalicao" "https://media.api-sports.io/football/teams/242.png" 94 "Primeira Liga" "Portugal" "https://media.api-sports.io/football/leagues/94.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 29 27 2339 NA "Attacker" "7.189285" FALSE 2 11 2 68 42 14 0 2 NA 428 17 10 18 3 9 431 222 57 25 NA 92 52 6 1 0 NA NA 1 1 NA 20674 "S. Banza" "Simon Bokoté" "Banza" 27 "France" "189 cm" "77 kg" FALSE "https://media-1.api-sports.io/football/players/20674.png" "1996-08-13" "Creil" "France" 9
"270" 762 "GIL Vicente" "https://media-2.api-sports.io/football/teams/762.png" 94 "Primeira Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/94.png" "https://media.api-sports.io/flags/pt.svg" 2021 34 34 2967 NA "Attacker" "7.075757" FALSE 0 10 0 59 37 12 0 4 NA 1096 48 26 72 3 23 476 231 122 59 NA 76 40 4 0 0 NA NA 1 2 NA 126936 "Samuel Lino" "Samuel" "Dias Lino" 24 "Brazil" "170 cm" NA FALSE "https://media.api-sports.io/football/players/126936.png" "1999-12-23" "Santo André" "Brazil" 10
"271" 228 "Sporting CP" "https://media-1.api-sports.io/football/teams/228.png" 94 "Primeira Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/94.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 29 27 2384 NA "Attacker" "7.079310" FALSE 2 11 4 64 28 11 0 4 NA 611 32 16 21 2 3 256 135 24 13 NA 49 31 10 0 0 NA NA 0 0 NA 41111 "Paulinho" "João Paulo" "Dias Fernandes" 31 "Portugal" "188 cm" "84 kg" FALSE "https://media-1.api-sports.io/football/players/41111.png" "1992-11-09" "Barcelos" "Portugal" 11
"272" 222 "Boavista" "https://media-1.api-sports.io/football/teams/222.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 27 26 2315 NA "Attacker" "7.007692" FALSE 1 6 1 63 30 11 0 3 NA 515 26 12 14 3 4 391 176 48 25 NA 31 59 10 1 0 NA NA 0 0 NA 66055 "P. Musa" "Petar" "Musa" 25 "Croatia" "190 cm" "84 kg" FALSE "https://media-1.api-sports.io/football/players/66055.png" "1998-03-04" "Zagreb" "Croatia" 12
"273" 230 "Estoril" "https://media-1.api-sports.io/football/teams/230.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media.api-sports.io/flags/pt.svg" 2021 33 29 2623 NA "Attacker" "7.138709" FALSE 4 11 4 47 25 11 0 4 NA 696 42 17 34 2 16 191 105 52 37 NA 23 24 5 0 1 NA NA 4 0 NA 130256 "André Franco" "André Filipe" "Russo Franco" 25 "Portugal" NA NA FALSE "https://media.api-sports.io/football/players/130256.png" "1998-04-12" NA "Portugal" 13
"274" 240 "Arouca" "https://media-2.api-sports.io/football/teams/240.png" 94 "Primeira Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/94.png" "https://media.api-sports.io/flags/pt.svg" 2021 31 30 2542 NA "Attacker" "6.890322" FALSE 1 9 1 51 23 9 0 3 NA 707 36 15 16 NA 8 364 145 55 34 NA 47 39 5 1 1 NA NA 0 0 NA 41188 "André Silva" "André" "Oliveira Silva" 26 "Brazil" NA NA FALSE "https://media.api-sports.io/football/players/41188.png" "1997-06-03" NA "Brazil" 14
"275" 214 "Maritimo" "https://media-1.api-sports.io/football/teams/214.png" 94 "Primeira Liga" "Portugal" "https://media.api-sports.io/football/leagues/94.png" "https://media.api-sports.io/flags/pt.svg" 2021 24 20 1532 NA "Attacker" "6.766666" FALSE 4 14 4 35 27 9 0 NA NA 294 10 9 13 NA 8 205 84 16 12 NA 25 36 5 0 1 NA NA 3 2 NA 41292 "J. Tagueu" "Diederrick Joel" "Tagueu Tadjo" 30 "Cameroon" "178 cm" "76 kg" FALSE "https://media.api-sports.io/football/players/41292.png" "1993-12-06" "Nkongsamba" "Cameroon" 15
"276" 211 "Benfica" "https://media-1.api-sports.io/football/teams/211.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 28 22 2039 NA "Midfielder" "7.215384" FALSE 6 11 7 40 17 8 0 15 NA 770 44 23 24 1 13 316 171 126 71 NA 73 15 3 0 0 NA NA 0 0 NA 573 "Rafa" "Rafael Alexandre" "Fernandes Ferreira da Silva" 30 "Portugal" "172 cm" "62 kg" FALSE "https://media.api-sports.io/football/players/573.png" "1993-05-17" "Forte da Casa" "Portugal" 16
"277" 228 "Sporting CP" "https://media.api-sports.io/football/teams/228.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media.api-sports.io/flags/pt.svg" 2021 27 25 2031 NA "Midfielder" "7.177777" FALSE 2 17 2 72 40 8 0 9 NA 640 42 19 29 2 14 209 80 66 29 NA 20 18 4 0 0 NA NA 1 1 NA 18748 "Pote" "Pedro António" "Pereira Gonçalves" 25 "Portugal" "173 cm" "65 kg" FALSE "https://media-1.api-sports.io/football/players/18748.png" "1998-06-28" "Chaves" "Portugal" 17
"278" 810 "Vizela" "https://media.api-sports.io/football/teams/810.png" 94 "Primeira Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/94.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 28 19 1521 NA "Attacker" "6.811538" FALSE 9 15 11 35 14 8 0 NA NA 329 17 8 10 2 7 167 59 29 14 NA 18 23 4 0 1 NA NA 1 0 NA 41223 "Guilherme Schettine" "Guilherme" "Schettine Guimarães" 28 "Brazil" "180 cm" "76 kg" FALSE "https://media-2.api-sports.io/football/players/41223.png" "1995-10-10" "Brasília" "Brazil" 18
"279" 218 "Tondela" "https://media-1.api-sports.io/football/teams/218.png" 94 "Primeira Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/94.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 29 20 1917 NA "Midfielder" "6.758620" FALSE 9 6 10 22 14 8 0 2 NA 780 13 18 37 4 23 253 121 17 10 NA 52 45 9 0 0 NA NA 7 0 NA 41444 "João Pedro" "João Pedro" "Almeida Machado" 30 "Portugal" "177 cm" "70 kg" FALSE "https://media-2.api-sports.io/football/players/41444.png" "1993-04-03" "Guimarães" "Portugal" 19
"280" 217 "SC Braga" "https://media-1.api-sports.io/football/teams/217.png" 94 "Primeira Liga" "Portugal" "https://media.api-sports.io/football/leagues/94.png" "https://media.api-sports.io/flags/pt.svg" 2021 24 16 1476 NA "Attacker" "6.982608" FALSE 8 11 8 38 19 7 0 2 NA 319 16 10 19 4 7 294 122 63 34 NA 35 45 2 0 1 NA NA 0 0 NA 281408 "Vítinha" "Vítor Manuel" "Carvalho Oliveira" 23 "Portugal" "178 cm" "74 kg" FALSE "https://media-2.api-sports.io/football/players/281408.png" "2000-03-15" "Braga" "Portugal" 20
"281" 229 "Benfica B" "https://media-2.api-sports.io/football/teams/229.png" 95 "Segunda Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/95.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 26 25 2146 NA "Attacker" NA FALSE 1 10 1 NA NA 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 0 0 NA NA NA NA NA 162098 "Henrique Araújo" "Henrique" "Pereira Araújo" 21 "Portugal" "182 cm" "75 kg" FALSE "https://media-1.api-sports.io/football/players/162098.png" "2002-01-19" NA "Portugal" 1
"282" 226 "Rio Ave" "https://media.api-sports.io/football/teams/226.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media.api-sports.io/flags/pt.svg" 2021 33 25 2232 NA "Attacker" NA FALSE 8 15 9 NA NA 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 NA NA NA NA NA 42020 "A. Yakubu" "Abdul-Aziz" "Yakubu" 25 "Ghana" "187 cm" NA FALSE "https://media-2.api-sports.io/football/players/42020.png" "1998-11-10" "Tamale" "Ghana" 2
"283" 4801 "Trofense" "https://media-1.api-sports.io/football/teams/4801.png" 95 "Segunda Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 27 23 2061 NA "Attacker" NA FALSE 4 13 4 NA NA 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 1 0 NA NA NA NA NA 42012 "E. Achouri" "Mohamed Elias" "Achouri" 24 "Tunisia" "177 cm" "68 kg" FALSE "https://media-2.api-sports.io/football/players/42012.png" "1999-02-10" NA "France" 3
"284" 15130 "Estrela" "https://media-1.api-sports.io/football/teams/15130.png" 95 "Segunda Liga" "Portugal" "https://media.api-sports.io/football/leagues/95.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 27 15 1589 NA "Attacker" NA FALSE 12 9 13 NA NA 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 0 0 NA NA NA NA NA 279621 "Paulinho" "Paulo Rafael" "Pereira Araújo" 24 "Portugal" "186 cm" "77 kg" FALSE "https://media-1.api-sports.io/football/players/279621.png" "1999-09-21" "Braga" "Portugal" 4
"285" 236 "SC Covilha" "https://media-1.api-sports.io/football/teams/236.png" 95 "Segunda Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 29 26 2334 NA "Defender" NA FALSE 3 1 3 NA NA 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 0 0 NA NA NA NA NA 119682 "Héliton" "Héliton Jorge Tito" "dos Santos" 28 "Brazil" "193 cm" "85 kg" FALSE "https://media-2.api-sports.io/football/players/119682.png" "1995-11-13" "Mauá" "Brazil" 5
"286" 231 "Farense" "https://media-2.api-sports.io/football/teams/231.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 28 22 1976 NA "Attacker" NA FALSE 6 12 6 NA NA 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 0 0 NA NA NA NA NA 41900 "M. Mayambela" "Mihlali Samson" "Mayambela" 27 "South Africa" "186 cm" "78 kg" FALSE "https://media.api-sports.io/football/players/41900.png" "1996-08-25" "Cape Town" "South Africa" 6
"287" 237 "Varzim" "https://media-2.api-sports.io/football/teams/237.png" 95 "Segunda Liga" "Portugal" "https://media.api-sports.io/football/leagues/95.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 30 20 1702 NA "Attacker" NA FALSE 10 17 11 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 0 0 NA NA NA NA NA 41196 "Murilo" "Murilo" "Oliveira de Freitas" 27 "Brazil" "174 cm" "67 kg" FALSE "https://media-1.api-sports.io/football/players/41196.png" "1996-05-12" NA "Brazil" 7
"288" 245 "Mafra" "https://media-1.api-sports.io/football/teams/245.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 12 2 286 NA "Midfielder" NA FALSE 10 1 23 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 0 NA NA NA NA NA 85780 "C. Boukholda" "Chahreddine" "Boukholda" 27 "France" "179 cm" "60 kg" FALSE "https://media-2.api-sports.io/football/players/85780.png" "1996-05-24" "Marseille" "France" 8
"289" 244 "Leixoes" "https://media-2.api-sports.io/football/teams/244.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 9 3 317 NA "Attacker" NA FALSE 6 3 7 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 NA NA NA NA NA 301884 "C. Atshimene" "Charles" "Atshimene" 22 "Nigeria" NA NA FALSE "https://media-1.api-sports.io/football/players/301884.png" "2001-02-05" "Warri" "Nigeria" 9
"290" 231 "Farense" "https://media-1.api-sports.io/football/teams/231.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media-1.api-sports.io/flags/pt.svg" 2021 25 14 1132 NA "Attacker" NA FALSE 11 14 12 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 0 0 NA NA NA NA NA 141861 "Vasco Lopes" "Vasco Rafael" "Fortes Lopes" 24 "Cape Verde" "166 cm" "50 kg" FALSE "https://media-1.api-sports.io/football/players/141861.png" "1999-09-02" "Portalegre" "Portugal" 10
"291" 237 "Varzim" "https://media-1.api-sports.io/football/teams/237.png" 95 "Segunda Liga" "Portugal" "https://media.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 25 15 1346 NA "Attacker" NA FALSE 10 12 13 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8 0 0 NA NA NA NA NA 96319 "Agdon" "Agdon" "Santos Menezes" 30 "Brazil" "176 cm" "75 kg" FALSE "https://media-2.api-sports.io/football/players/96319.png" "1993-01-26" "Salvador" "Brazil" 11
"292" 225 "Nacional" "https://media.api-sports.io/football/teams/225.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media.api-sports.io/flags/pt.svg" 2021 22 13 1105 NA "Midfielder" NA FALSE 9 10 20 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 0 0 NA NA NA NA NA 41467 "I. Alhassan" "Abdullahi Ibrahim" "Alhassan" 27 "Nigeria" "192 cm" "76 kg" FALSE "https://media.api-sports.io/football/players/41467.png" "1996-11-03" "Kano" "Nigeria" 12
"293" 236 "SC Covilha" "https://media-1.api-sports.io/football/teams/236.png" 95 "Segunda Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 18 14 1167 NA "Midfielder" NA FALSE 4 8 5 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 0 0 NA NA NA NA NA 119385 "A. Isaiah" "Ahmed" "Isaiah" 28 "Nigeria" "176 cm" "70 kg" FALSE "https://media.api-sports.io/football/players/119385.png" "1995-10-10" "Lagos" "Nigeria" 13
"294" 244 "Leixoes" "https://media-2.api-sports.io/football/teams/244.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media.api-sports.io/flags/pt.svg" 2021 8 2 325 NA "Attacker" NA FALSE 6 2 7 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 NA NA NA NA NA 42019 "Jefferson Encada" "Jefferson Anilson" "Silva Encada" 25 "Guinea-Bissau" "188 cm" NA FALSE "https://media-2.api-sports.io/football/players/42019.png" "1998-04-17" NA "Guinea-Bissau" 14
"295" 229 "Benfica B" "https://media-1.api-sports.io/football/teams/229.png" 95 "Segunda Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/95.png" "https://media.api-sports.io/flags/pt.svg" 2021 2 2 180 NA "Defender" NA FALSE 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 NA NA NA NA NA 127634 "João Ferreira" "João Diogo" "Fonseca Ferreira" 22 "Portugal" "184 cm" "79 kg" FALSE "https://media-1.api-sports.io/football/players/127634.png" "2001-03-22" "Povoa de Varzim" "Portugal" 15
"296" 245 "Mafra" "https://media.api-sports.io/football/teams/245.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media.api-sports.io/flags/pt.svg" 2021 28 25 2166 NA "Defender" NA FALSE 3 7 4 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 13 0 1 NA NA NA NA NA 41965 "Inácio Miguel" "Inácio Miguel" "Ferreira dos Santos" 28 "Angola" "181 cm" "67 kg" FALSE "https://media.api-sports.io/football/players/41965.png" "1995-12-12" "Torres Vedras" "Portugal" 16
"297" 239 "Academica" "https://media.api-sports.io/football/teams/239.png" 95 "Segunda Liga" "Portugal" "https://media.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 23 20 1755 NA "Defender" NA FALSE 3 3 7 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 0 0 NA NA NA NA NA 128392 "Michael Douglas" "Michael Douglas" "de Oliveira" 27 "Brazil" NA NA FALSE "https://media-2.api-sports.io/football/players/128392.png" "1996-01-18" NA "Brazil" 17
"298" 244 "Leixoes" "https://media.api-sports.io/football/teams/244.png" 95 "Segunda Liga" "Portugal" "https://media-1.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 20 18 1496 NA "Defender" NA FALSE 2 5 10 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8 2 0 NA NA NA NA NA 278598 "Gustavo França" "Gustavo" "Moreno de França" 27 "Brazil" NA NA FALSE "https://media.api-sports.io/football/players/278598.png" "1996-07-20" NA "Brazil" 18
"299" 237 "Varzim" "https://media-1.api-sports.io/football/teams/237.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media-2.api-sports.io/flags/pt.svg" 2021 17 4 522 NA "Attacker" NA FALSE 13 4 19 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 NA NA NA NA NA 335708 "Bruno Tavares" "Bruno Miguel" "Costa Monteiro Tavares" 21 "Portugal" NA NA FALSE "https://media.api-sports.io/football/players/335708.png" "2002-04-16" NA "Portugal" 19
"300" 235 "Penafiel" "https://media-1.api-sports.io/football/teams/235.png" 95 "Segunda Liga" "Portugal" "https://media-2.api-sports.io/football/leagues/95.png" "https://media.api-sports.io/flags/pt.svg" 2021 14 9 678 NA "Midfielder" NA FALSE 5 9 10 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 0 0 NA NA NA NA NA 10573 "Bruno César" "Bruno César" "Zanaki" 35 "Brazil" "177 cm" "73 kg" FALSE "https://media.api-sports.io/football/players/10573.png" "1988-11-03" "Santa Bárbara d'Oeste" "Brazil" 20
"301" 435 "River Plate" "https://media.api-sports.io/football/teams/435.png" 128 "Liga Profesional Argentina" "Argentina" "https://media.api-sports.io/football/leagues/128.png" "https://media-2.api-sports.io/flags/ar.svg" 2021 35 28 2536 NA "Attacker" "7.538235" FALSE 7 12 8 74 40 20 0 12 NA 956 71 20 31 4 11 304 121 89 51 NA 15 29 1 0 0 NA NA 0 1 NA 6009 "J. Álvarez" "Julián" "Álvarez" 23 "Argentina" "170 cm" "71 kg" FALSE "https://media-2.api-sports.io/football/players/6009.png" "2000-01-31" "Cachín" "Argentina" 1
"302" 1064 "Platense" "https://media-1.api-sports.io/football/teams/1064.png" 128 "Liga Profesional Argentina" "Argentina" "https://media-1.api-sports.io/football/leagues/128.png" "https://media-2.api-sports.io/flags/ar.svg" 2021 32 21 1870 NA "Attacker" "6.825000" FALSE 11 20 15 34 25 14 0 1 NA 264 20 5 15 NA 4 188 76 34 15 NA 34 22 2 0 0 NA NA 2 1 NA 5396 "M. Tissera" "Matías" "Fabián Tissera" 27 "Argentina" "174 cm" "72 kg" FALSE "https://media-2.api-sports.io/football/players/5396.png" "1996-09-06" "Rojas" "Argentina" 2
"303" 1064 "Platense" "https://media-2.api-sports.io/football/teams/1064.png" 128 "Liga Profesional Argentina" "Argentina" "https://media.api-sports.io/football/leagues/128.png" "https://media.api-sports.io/flags/ar.svg" 2021 30 17 1630 NA "Attacker" "6.726666" FALSE 13 14 17 21 10 5 0 5 NA 322 24 6 21 2 9 240 100 67 33 NA 23 24 5 0 0 NA NA 0 0 NA 5309 "F. Curuchet" "Facundo Nicolás" "Curuchet" 33 "Argentina" "175 cm" "69 kg" FALSE "https://media-1.api-sports.io/football/players/5309.png" "1990-01-21" "Gualeguaychú" "Argentina" 3
