"team.id" "team.name" "team.logo" "league.id" "league.name" "league.country" "league.logo" "league.flag" "league.season" "games.appearences" "games.lineups" "games.minutes" "games.number" "games.position" "games.rating" "games.captain" "substitutes.in" "substitutes.out" "substitutes.bench" "shots.total" "shots.on" "goals.total" "goals.conceded" "goals.assists" "goals.saves" "passes.total" "passes.key" "passes.accuracy" "tackles.total" "tackles.blocks" "tackles.interceptions" "duels.total" "duels.won" "dribbles.attempts" "dribbles.success" "dribbles.past" "fouls.drawn" "fouls.committed" "cards.yellow" "cards.yellowred" "cards.red" "penalty.won" "penalty.commited" "penalty.scored" "penalty.missed" "penalty.saved" "player.id" "player.name" "player.firstname" "player.lastname" "player.age" "player.nationality" "player.height" "player.weight" "player.injured" "player.photo" "player.birth.date" "player.birth.place" "player.birth.country" "id"
"146" 133 "Vasco DA Gama" "https://media.api-sports.io/football/teams/133.png" 72 "Serie B" "Brazil" "https://media.api-sports.io/football/leagues/72.png" "https://media-1.api-sports.io/flags/br.svg" 2021 36 36 3137 NA "Attacker" "6.762500" FALSE 0 13 0 58 24 11 0 2 NA 523 17 12 6 4 4 174 61 17 11 NA 31 40 6 0 0 NA NA 2 2 NA 13523 "G. Cano" "Germán Ezequiel" "Cano Recalde" 35 "Argentina" "177 cm" "81 kg" FALSE "https://media-2.api-sports.io/football/players/13523.png" "1988-01-02" "Lomas de Zamora" "Argentina" 6
"147" 138 "Guarani Campinas" "https://media.api-sports.io/football/teams/138.png" 72 "Serie B" "Brazil" "https://media.api-sports.io/football/leagues/72.png" "https://media-1.api-sports.io/flags/br.svg" 2021 32 32 2604 NA "Attacker" "7.006896" FALSE 0 20 0 49 21 11 0 5 NA 726 47 18 32 4 18 327 125 73 34 NA 27 37 8 0 1 NA NA 3 0 NA 14487 "Bruno Sávio" "Bruno Sávio" "da Silva" 29 "Brazil" "184 cm" "70 kg" FALSE "https://media.api-sports.io/football/players/14487.png" "1994-08-01" "Pará de Minas" "Brazil" 7
"148" 151 "Goias" "https://media-1.api-sports.io/football/teams/151.png" 72 "Serie B" "Brazil" "https://media-2.api-sports.io/football/leagues/72.png" "https://media-2.api-sports.io/flags/br.svg" 2021 34 33 2641 NA "Attacker" "6.990909" FALSE 1 25 1 77 52 10 0 4 NA 631 32 13 24 1 16 308 139 99 50 NA 37 49 10 0 0 NA NA 1 0 NA 96343 "Alef Manga" "Alef" "Mangueira Severino Pereira" 29 "Brazil" "190 cm" "85 kg" FALSE "https://media-1.api-sports.io/football/players/96343.png" "1994-11-29" "Santos" "Brazil" 8
"149" 150 "CSA" "https://media-2.api-sports.io/football/teams/150.png" 72 "Serie B" "Brazil" "https://media-1.api-sports.io/football/leagues/72.png" "https://media.api-sports.io/flags/br.svg" 2021 28 26 2053 NA "Attacker" "6.985714" FALSE 2 20 2 42 18 10 0 4 NA 468 16 12 33 3 11 370 186 88 50 NA 78 47 9 0 0 NA NA 2 0 NA 44675 "Iury Castilho" "Iury Lirio" "Freitas de Castilho" 28 "Brazil" "185 cm" "74 kg" FALSE "https://media-1.api-sports.io/football/players/44675.png" "1995-09-06" "Rio de Janeiro" "Brazil" 9
"150" 120 "Botafogo" "https://media.api-sports.io/football/teams/120.png" 72 "Serie B" "Brazil" "https://media-2.api-sports.io/football/leagues/72.png" "https://media-1.api-sports.io/flags/br.svg" 2021 37 31 2264 NA "Midfielder" "6.997142" FALSE 6 30 6 38 13 9 0 4 NA 508 29 10 46 2 15 271 152 55 36 NA 62 20 2 0 0 NA NA 0 0 NA 10035 "Marco Antônio" "Marco Antônio" "Rosa Furtado Junior" 26 "Brazil" "172 cm" "64 kg" FALSE "https://media.api-sports.io/football/players/10035.png" "1997-10-01" "Belém" "Brazil" 10
"151" 147 "Coritiba" "https://media-1.api-sports.io/football/teams/147.png" 72 "Serie B" "Brazil" "https://media.api-sports.io/football/leagues/72.png" "https://media-1.api-sports.io/flags/br.svg" 2021 34 29 2605 NA "Attacker" "6.851515" FALSE 5 12 6 50 25 9 0 2 NA 716 28 16 43 6 18 424 209 47 35 NA 63 55 5 0 0 NA NA 0 0 NA 34704 "Waguininho" "Wagner" "da Silva Souza" 33 "Brazil" "178 cm" NA FALSE "https://media.api-sports.io/football/players/34704.png" "1990-01-30" NA "Brazil" 11
"152" 138 "Guarani Campinas" "https://media-2.api-sports.io/football/teams/138.png" 72 "Serie B" "Brazil" "https://media.api-sports.io/football/leagues/72.png" "https://media-2.api-sports.io/flags/br.svg" 2021 29 26 2162 NA "Midfielder" "7.219230" FALSE 3 19 3 34 23 9 0 9 NA 798 63 24 17 3 7 242 110 64 40 NA 43 36 9 0 0 NA NA 1 1 NA 10251 "Régis" "Régis Augusto" "Salmazzo" 31 "Brazil" "170 cm" "70 kg" FALSE "https://media.api-sports.io/football/players/10251.png" "1992-11-30" "Jales" "Brazil" 12
"153" 155 "Sampaio Correa" "https://media-2.api-sports.io/football/teams/155.png" 72 "Serie B" "Brazil" "https://media-2.api-sports.io/football/leagues/72.png" "https://media-1.api-sports.io/flags/br.svg" 2021 31 24 1996 NA "Attacker" "6.882758" FALSE 7 19 8 43 17 9 0 3 NA 305 15 7 16 8 4 211 84 31 17 NA 32 36 6 0 0 NA NA 2 0 NA 77757 "Ciel" "Jociel" "Ferreira da Silva" 41 "Brazil" "179 cm" "72 kg" FALSE "https://media.api-sports.io/football/players/77757.png" "1982-03-31" "Caruaru" "Brazil" 13
"154" 1223 "Operario-PR" "https://media-2.api-sports.io/football/teams/1223.png" 72 "Serie B" "Brazil" "https://media.api-sports.io/football/leagues/72.png" "https://media-1.api-sports.io/flags/br.svg" 2021 29 27 2115 NA "Attacker" "6.913793" FALSE 2 18 2 50 24 9 0 2 NA 535 33 13 7 4 5 284 96 15 6 NA 51 52 2 0 0 NA NA 3 0 NA 53963 "Paulo Sérgio Luiz de Souza" "Paulo Sérgio Luiz" "de Souza" 34 "Brazil" "181 cm" "70 kg" FALSE "https://media-2.api-sports.io/football/players/53963.png" "1989-06-11" "Rio de Janeiro" "Brazil" 14
"155" 755 "Nautico Recife" "https://media.api-sports.io/football/teams/755.png" 72 "Serie B" "Brazil" "https://media-2.api-sports.io/football/leagues/72.png" "https://media-2.api-sports.io/flags/br.svg" 2021 33 33 2818 NA "Attacker" "7.127272" FALSE 0 12 0 55 23 8 0 10 NA 891 76 20 36 6 16 375 197 142 81 NA 53 45 8 0 1 NA NA 1 0 NA 9660 "Vinícius" "Vinícius" "Santos Silva" 30 "Brazil" "180 cm" "70 kg" FALSE "https://media-1.api-sports.io/football/players/9660.png" "1993-08-03" "São Paulo" "Brazil" 15
"156" 120 "Botafogo" "https://media-2.api-sports.io/football/teams/120.png" 72 "Serie B" "Brazil" "https://media.api-sports.io/football/leagues/72.png" "https://media-2.api-sports.io/flags/br.svg" 2021 32 24 2320 NA "Attacker" "6.880645" FALSE 8 12 9 55 27 8 0 2 NA 679 28 15 21 4 19 382 165 84 44 NA 47 50 3 0 0 NA NA 1 0 NA 9296 "Diego Gonçalves" "Diego" "Gonçalves" 29 "Brazil" "182 cm" "75 kg" FALSE "https://media.api-sports.io/football/players/9296.png" "1994-09-22" "Guarujá" "Brazil" 16
"157" 120 "Botafogo" "https://media.api-sports.io/football/teams/120.png" 72 "Serie B" "Brazil" "https://media-1.api-sports.io/football/leagues/72.png" "https://media-2.api-sports.io/flags/br.svg" 2021 31 30 2362 NA "Attacker" "7.256666" FALSE 1 27 1 45 21 8 0 8 NA 696 62 18 24 3 20 371 172 85 55 NA 74 48 3 0 0 NA NA 2 0 NA 55166 "Chay" "Chayene" "Medeiros Oliveira Santos" 33 "Brazil" "177 cm" "64 kg" FALSE "https://media-2.api-sports.io/football/players/55166.png" "1990-09-29" "Maceió" "Brazil" 17
"158" 141 "Brasil DE Pelotas" "https://media-2.api-sports.io/football/teams/141.png" 72 "Serie B" "Brazil" "https://media-2.api-sports.io/football/leagues/72.png" "https://media-1.api-sports.io/flags/br.svg" 2021 19 17 1567 NA "Attacker" "6.964705" FALSE 2 3 2 33 21 8 0 NA NA 213 16 7 5 3 1 282 118 42 22 NA 38 41 5 0 0 NA NA 2 0 NA 195985 "Erison" "Erison Danilo" "de Souza" 24 "Brazil" "180 cm" NA FALSE "https://media-2.api-sports.io/football/players/195985.png" "1999-04-13" "Campinas" "Brazil" 18
"159" 146 "CRB" "https://media.api-sports.io/football/teams/146.png" 72 "Serie B" "Brazil" "https://media-2.api-sports.io/football/leagues/72.png" "https://media.api-sports.io/flags/br.svg" 2021 32 31 2407 NA "Midfielder" "7.190000" FALSE 1 20 1 34 18 8 0 8 NA 1074 66 28 35 1 16 219 98 32 19 NA 39 22 7 0 0 NA NA 3 0 NA 10214 "D. Torres" "Diego Fabián" "Torres" 33 "Argentina" NA NA FALSE "https://media.api-sports.io/football/players/10214.png" "1990-11-06" "Villa Nueva" "Argentina" 19
"160" 145 "Avai" "https://media.api-sports.io/football/teams/145.png" 72 "Serie B" "Brazil" "https://media.api-sports.io/football/leagues/72.png" "https://media.api-sports.io/flags/br.svg" 2021 33 30 2654 NA "Attacker" "6.964516" FALSE 3 11 3 52 22 7 0 9 NA 694 31 16 29 5 10 404 187 74 47 NA 51 57 2 0 0 NA NA 0 0 NA 10005 "J. Copete" "Jonathan" "Copete Valencia" 35 "Colombia" "187 cm" "78 kg" FALSE "https://media-2.api-sports.io/football/players/10005.png" "1988-01-23" "Cali" "Colombia" 20
"161" 1062 "Atletico-MG" "https://media-2.api-sports.io/football/teams/1062.png" 73 "Copa Do Brasil" "Brazil" "https://media-1.api-sports.io/football/leagues/73.png" "https://media.api-sports.io/flags/br.svg" 2021 10 9 763 NA "Attacker" "7.185714" FALSE 1 7 1 9 6 8 0 1 NA 134 11 14 1 NA NA 62 26 19 9 NA 11 9 1 0 0 NA NA 3 0 NA 12705 "Hulk" "Givanildo" "Vieira de Souza" 37 "Brazil" "179 cm" "95 kg" FALSE "https://media-1.api-sports.io/football/players/12705.png" "1986-07-25" "Campina Grande" "Brazil" 1
"162" 126 "Sao Paulo" "https://media.api-sports.io/football/teams/126.png" 73 "Copa Do Brasil" "Brazil" "https://media.api-sports.io/football/leagues/73.png" "https://media.api-sports.io/flags/br.svg" 2021 5 5 369 NA "Midfielder" "7.640000" FALSE 0 4 0 13 8 5 0 1 NA 106 7 15 2 1 3 29 14 10 8 NA 2 3 0 0 0 NA NA 0 0 NA 1218 "E. Rigoni" "Emiliano Ariel" "Rigoni" 30 "Argentina" "181 cm" "74 kg" FALSE "https://media-1.api-sports.io/football/players/1218.png" "1993-02-04" "Colonia Caroya" "Argentina" 2
"163" 118 "Bahia" "https://media.api-sports.io/football/teams/118.png" 73 "Copa Do Brasil" "Brazil" "https://media-1.api-sports.io/football/leagues/73.png" "https://media-2.api-sports.io/flags/br.svg" 2021 6 6 469 NA "Midfielder" "7.500000" FALSE 0 5 0 4 1 5 0 NA NA 27 6 8 3 NA NA 15 11 3 1 NA 7 2 2 0 0 NA NA 0 0 NA 10578 "Rosicley Pereira da Silva" "Rosicley" "Pereira da Silva" 30 "Brazil" "170 cm" "70 kg" FALSE "https://media-1.api-sports.io/football/players/10578.png" "1993-04-22" "Manaus" "Brazil" 3
"164" 126 "Sao Paulo" "https://media.api-sports.io/football/teams/126.png" 73 "Copa Do Brasil" "Brazil" "https://media-1.api-sports.io/football/leagues/73.png" "https://media-1.api-sports.io/flags/br.svg" 2021 5 4 377 NA "Attacker" "7.340000" FALSE 1 0 1 12 10 4 0 2 NA 102 5 15 3 NA 1 33 15 1 1 NA 3 9 0 0 0 NA NA 0 0 NA 9976 "Pablo" "Pablo Felipe" "Teixeira" 31 "Brazil" "187 cm" "78 kg" FALSE "https://media-1.api-sports.io/football/players/9976.png" "1992-06-23" "Londrina" "Brazil" 4
"165" 154 "Fortaleza EC" "https://media-1.api-sports.io/football/teams/154.png" 73 "Copa Do Brasil" "Brazil" "https://media-1.api-sports.io/football/leagues/73.png" "https://media-1.api-sports.io/flags/br.svg" 2021 9 8 659 NA "Attacker" "6.860000" FALSE 1 7 1 6 2 4 0 1 NA 92 5 14 2 1 2 44 16 12 6 NA 7 8 3 0 0 NA NA 0 0 NA 10105 "David" "David" "Correa da Fonseca" 28 "Brazil" "179 cm" "80 kg" FALSE "https://media-2.api-sports.io/football/players/10105.png" "1995-10-17" "Vitória" "Brazil" 5
"166" 2214 "Manaus FC" "https://media-2.api-sports.io/football/teams/2214.png" 73 "Copa Do Brasil" "Brazil" "https://media-2.api-sports.io/football/leagues/73.png" "https://media-2.api-sports.io/flags/br.svg" 2021 2 2 180 NA "Attacker" NA FALSE 0 0 0 NA NA 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 NA NA NA NA NA 96408 "Vaníilson de Lima Silva" "Vaníilson" "de Lima Silva" 32 "Brazil" "188 cm" "85 kg" FALSE "https://media.api-sports.io/football/players/96408.png" "1990-08-26" "São Luís" "Brazil" 6
"167" 134 "Atletico Paranaense" "https://media.api-sports.io/football/teams/134.png" 73 "Copa Do Brasil" "Brazil" "https://media.api-sports.io/football/leagues/73.png" "https://media-1.api-sports.io/flags/br.svg" 2021 10 10 731 NA "Attacker" "7.133333" FALSE 0 10 0 6 5 4 0 1 NA 69 5 8 2 NA 2 44 21 4 3 NA 11 7 2 0 0 NA NA 1 0 NA 9726 "Renato Kayzer" "Renato" "Kayzer de Souza" 26 "Brazil" "178 cm" "68 kg" FALSE "https://media-1.api-sports.io/football/players/9726.png" "1996-02-17" "Tupãssi" "Brazil" 7
"168" 154 "Fortaleza EC" "https://media-2.api-sports.io/football/teams/154.png" 73 "Copa Do Brasil" "Brazil" "https://media-1.api-sports.io/football/leagues/73.png" "https://media-2.api-sports.io/flags/br.svg" 2021 9 8 598 NA "Attacker" "7.200000" FALSE 1 7 2 10 6 4 0 NA NA 64 3 7 2 NA 1 30 13 1 NA NA 6 4 1 0 0 NA NA 2 0 NA 10437 "Wellington Paulista" "Wellington" "Pereira do Nascimento" 40 "Brazil" "183 cm" "80 kg" FALSE "https://media-1.api-sports.io/football/players/10437.png" "1983-04-22" "São Paulo" "Brazil" 8
"169" 1062 "Atletico-MG" "https://media-2.api-sports.io/football/teams/1062.png" 73 "Copa Do Brasil" "Brazil" "https://media.api-sports.io/football/leagues/73.png" "https://media-2.api-sports.io/flags/br.svg" 2021 7 4 393 NA "Attacker" "7.050000" FALSE 3 4 3 5 3 3 0 1 NA 64 2 13 1 NA NA 20 10 6 3 NA 2 3 2 0 0 NA NA 0 0 NA 35534 "E. Vargas" "Eduardo Jesús" "Vargas Rojas" 34 "Chile" "170 cm" "74 kg" FALSE "https://media-2.api-sports.io/football/players/35534.png" "1989-11-20" "Santiago de Chile" "Chile" 9
"170" 118 "Bahia" "https://media.api-sports.io/football/teams/118.png" 73 "Copa Do Brasil" "Brazil" "https://media-1.api-sports.io/football/leagues/73.png" "https://media.api-sports.io/flags/br.svg" 2021 4 1 145 NA "Defender" "6.950000" FALSE 3 0 5 2 2 3 0 NA NA 40 1 14 NA NA 1 7 5 2 1 NA 2 NA 0 0 0 NA NA 0 0 NA 10481 "Juninho Capixaba" "Luis Antonio" "da Rocha Junior" 26 "Brazil" "176 cm" "63 kg" FALSE "https://media.api-sports.io/football/players/10481.png" "1997-07-06" "Cachoeiro de Itapemirim" "Brazil" 10
"171" 7814 "Volta Redonda" "https://media-1.api-sports.io/football/teams/7814.png" 73 "Copa Do Brasil" "Brazil" "https://media-2.api-sports.io/football/leagues/73.png" "https://media.api-sports.io/flags/br.svg" 2021 2 2 168 NA "Attacker" NA FALSE 0 1 0 NA NA 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 0 0 NA NA NA NA NA 96343 "Alef Manga" "Alef" "Mangueira Severino Pereira" 29 "Brazil" "190 cm" "85 kg" FALSE "https://media-2.api-sports.io/football/players/96343.png" "1994-11-29" "Santos" "Brazil" 11
"172" 127 "Flamengo" "https://media-1.api-sports.io/football/teams/127.png" 73 "Copa Do Brasil" "Brazil" "https://media-2.api-sports.io/football/leagues/73.png" "https://media.api-sports.io/flags/br.svg" 2021 4 1 175 NA "Attacker" "7.000000" FALSE 3 0 4 7 5 3 0 NA NA 26 2 5 1 NA 1 15 2 4 1 NA NA 2 0 0 0 NA NA 2 0 NA 10321 "Pedro" "Pedro Guilherme" "Abreu dos Santos" 26 "Brazil" "185 cm" "78 kg" FALSE "https://media-2.api-sports.io/football/players/10321.png" "1997-06-20" "Rio de Janeiro" "Brazil" 12
"173" 1062 "Atletico-MG" "https://media.api-sports.io/football/teams/1062.png" 73 "Copa Do Brasil" "Brazil" "https://media.api-sports.io/football/leagues/73.png" "https://media-1.api-sports.io/flags/br.svg" 2021 7 6 540 NA "Midfielder" "7.250000" FALSE 1 3 1 5 3 2 0 2 NA 112 4 24 2 1 5 28 7 3 NA NA 4 8 2 0 0 NA NA 0 0 NA 2477 "M. Zaracho" "Federico Matías" "Zaracho" 25 "Argentina" "171 cm" "67 kg" FALSE "https://media-2.api-sports.io/football/players/2477.png" "1998-03-10" "Wilde" "Argentina" 13
"174" 134 "Atletico Paranaense" "https://media.api-sports.io/football/teams/134.png" 73 "Copa Do Brasil" "Brazil" "https://media.api-sports.io/football/leagues/73.png" "https://media-1.api-sports.io/flags/br.svg" 2021 9 8 649 NA "Attacker" "7.233333" FALSE 1 7 1 12 6 2 0 1 NA 134 11 16 5 1 1 54 21 10 8 NA 5 7 0 0 0 NA NA 0 0 NA 9891 "D. Terans" "Miguel David" "Terans Pérez" 29 "Uruguay" "172 cm" "70 kg" FALSE "https://media-2.api-sports.io/football/players/9891.png" "1994-08-11" "Montevideo" "Uruguay" 14
"175" 154 "Fortaleza EC" "https://media-2.api-sports.io/football/teams/154.png" 73 "Copa Do Brasil" "Brazil" "https://media-1.api-sports.io/football/leagues/73.png" "https://media.api-sports.io/flags/br.svg" 2021 8 7 648 NA "Midfielder" "6.820000" FALSE 1 0 1 4 1 2 0 1 NA 198 9 32 6 NA 5 42 16 4 2 NA 4 8 3 0 0 NA NA 0 0 NA 10581 "Yago Pikachu" "Glaybson Yago" "Souza Lisboa" 31 "Brazil" "169 cm" "63 kg" FALSE "https://media-1.api-sports.io/football/players/10581.png" "1992-06-05" "Belém" "Brazil" 15
"176" 1062 "Atletico-MG" "https://media-2.api-sports.io/football/teams/1062.png" 73 "Copa Do Brasil" "Brazil" "https://media-1.api-sports.io/football/leagues/73.png" "https://media-2.api-sports.io/flags/br.svg" 2021 6 4 304 NA "Attacker" "7.000000" FALSE 2 4 3 5 2 2 0 1 NA 48 3 12 5 NA NA 29 14 11 5 NA 4 2 0 0 0 NA NA 0 0 NA 16847 "Keno" "Marcos" "da Silva França" 34 "Brazil" "179 cm" "72 kg" FALSE "https://media-1.api-sports.io/football/players/16847.png" "1989-09-10" "Salvador" "Brazil" 16
"177" 118 "Bahia" "https://media-1.api-sports.io/football/teams/118.png" 73 "Copa Do Brasil" "Brazil" "https://media.api-sports.io/football/leagues/73.png" "https://media-1.api-sports.io/flags/br.svg" 2021 6 5 400 NA "Midfielder" "6.600000" FALSE 1 4 1 1 NA 2 0 1 NA 42 2 14 1 NA NA 8 5 3 1 NA 3 NA 0 0 0 NA NA 0 0 NA 10094 "Rodriguinho" "Rodrigo Eduardo" "Costa Marinho" 35 "Brazil" "177 cm" "68 kg" FALSE "https://media-1.api-sports.io/football/players/10094.png" "1988-03-27" "Natal" "Brazil" 17
"178" 124 "Fluminense" "https://media.api-sports.io/football/teams/124.png" 73 "Copa Do Brasil" "Brazil" "https://media-2.api-sports.io/football/leagues/73.png" "https://media.api-sports.io/flags/br.svg" 2021 6 6 435 NA "Attacker" "6.780000" FALSE 0 6 0 4 2 2 0 1 NA 71 2 10 1 1 NA 39 18 3 2 NA 9 6 2 0 0 NA NA 0 0 NA 10104 "Frederico Chaves Guedes" "Frederico" "Chaves Guedes" 39 "Brazil" "185 cm" "91 kg" FALSE "https://media.api-sports.io/football/players/10104.png" "1983-10-03" "Teófilo Otoni" "Brazil" 18
"179" 127 "Flamengo" "https://media-2.api-sports.io/football/teams/127.png" 73 "Copa Do Brasil" "Brazil" "https://media.api-sports.io/football/leagues/73.png" "https://media-1.api-sports.io/flags/br.svg" 2021 5 5 354 NA "Attacker" "7.160000" FALSE 0 3 0 9 9 2 0 1 NA 107 2 16 2 1 2 39 21 6 5 NA 8 5 1 0 0 NA NA 0 0 NA 10180 "Bruno Henrique" "Bruno Henrique" "Pinto" 33 "Brazil" "183 cm" "74 kg" FALSE "https://media-2.api-sports.io/football/players/10180.png" "1990-12-30" "Belo Horizonte" "Brazil" 19
"180" 794 "RB Bragantino" "https://media.api-sports.io/football/teams/794.png" 73 "Copa Do Brasil" "Brazil" "https://media-2.api-sports.io/football/leagues/73.png" "https://media-2.api-sports.io/flags/br.svg" 2021 4 4 360 NA "Attacker" "7.100000" FALSE 0 0 0 6 1 2 0 1 NA 79 6 26 1 NA 1 19 9 7 3 NA 2 NA 0 0 0 NA NA 0 0 NA 10040 "Artur" "Artur Victor" "Guimarães" 25 "Brazil" "168 cm" "65 kg" FALSE "https://media-1.api-sports.io/football/players/10040.png" "1998-02-15" "Fortaleza" "Brazil" 20
"181" 7769 "Caldense" "https://media-1.api-sports.io/football/teams/7769.png" 76 "Serie D" "Brazil" "https://media-2.api-sports.io/football/leagues/76.png" "https://media.api-sports.io/flags/br.svg" 2021 14 13 1149 NA "Attacker" NA FALSE 1 5 1 NA NA 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 NA NA NA NA NA 63839 "Gabriel Santos" "Gabriel" "dos Santos Francisco" 24 "Brazil" "185 cm" "77 kg" FALSE "https://media-1.api-sports.io/football/players/63839.png" "1999-03-16" "Rio de Janeiro" "Brazil" 1
"182" 1196 "Uberlandia" "https://media.api-sports.io/football/teams/1196.png" 76 "Serie D" "Brazil" "https://media-1.api-sports.io/football/leagues/76.png" "https://media-1.api-sports.io/flags/br.svg" 2021 20 16 1394 NA "Attacker" NA FALSE 4 8 4 NA NA 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 NA NA NA NA NA 54217 "Ingro" "Ingro" "Marreiros da Cruz" 31 "Brazil" NA NA FALSE "https://media-1.api-sports.io/football/players/54217.png" "1992-10-10" NA "Brazil" 2
"183" 13124 "Castanhal" "https://media-1.api-sports.io/football/teams/13124.png" 76 "Serie D" "Brazil" "https://media.api-sports.io/football/leagues/76.png" "https://media-2.api-sports.io/flags/br.svg" 2021 15 15 1185 NA "Attacker" NA FALSE 0 10 0 NA NA 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 1 0 NA NA NA NA NA 54127 "Pecel Oliveira de Souza" "Pecel" "Oliveira de Souza" 32 "Brazil" "179 cm" "71 kg" FALSE "https://media.api-sports.io/football/players/54127.png" "1991-07-22" NA "Brazil" 3
"184" 7770 "Caxias" "https://media-1.api-sports.io/football/teams/7770.png" 76 "Serie D" "Brazil" "https://media.api-sports.io/football/leagues/76.png" "https://media.api-sports.io/flags/br.svg" 2021 19 19 1659 NA "Attacker" NA FALSE 0 4 1 NA NA 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 0 0 NA NA NA NA NA 77880 "Michel" "Michel" "das Chagas Henrique" 34 "Brazil" "185 cm" "76 kg" FALSE "https://media.api-sports.io/football/players/77880.png" "1989-05-19" "São Gabriel" "Brazil" 4
"185" 754 "ABC" "https://media-2.api-sports.io/football/teams/754.png" 76 "Serie D" "Brazil" "https://media.api-sports.io/football/leagues/76.png" "https://media-1.api-sports.io/flags/br.svg" 2021 16 13 1223 NA "Attacker" NA FALSE 3 3 3 NA NA 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 0 0 NA NA NA NA NA 80440 "Wallyson Ricardo Maciel Monteiro" "Wallyson Ricardo" "Maciel Monteiro" 35 "Brazil" "179 cm" "72 kg" FALSE "https://media-2.api-sports.io/football/players/80440.png" "1988-10-17" "Natal" "Brazil" 5
"186" 10673 "Cascavel" "https://media-2.api-sports.io/football/teams/10673.png" 76 "Serie D" "Brazil" "https://media-1.api-sports.io/football/leagues/76.png" "https://media.api-sports.io/flags/br.svg" 2021 16 16 1331 NA "Midfielder" NA FALSE 0 4 0 NA NA 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 1 0 NA NA NA NA NA 9495 "Robinho" "Robson" "Ferreira de Azevedo" 30 "Brazil" "173 cm" "71 kg" FALSE "https://media-1.api-sports.io/football/players/9495.png" "1993-12-28" "São Luís" "Brazil" 6
"187" 10865 "Peñarol" "https://media-1.api-sports.io/football/teams/10865.png" 76 "Serie D" "Brazil" "https://media-1.api-sports.io/football/leagues/76.png" "https://media.api-sports.io/flags/br.svg" 2021 16 16 1346 NA "Midfielder" NA FALSE 0 5 0 NA NA 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 NA NA NA NA NA 69215 "Railson Barreto Queiroz" "Railson" "Barreto Queiroz" 31 "Brazil" "170 cm" "65 kg" FALSE "https://media-1.api-sports.io/football/players/69215.png" "1991-12-15" "Manaus" "Brazil" 7
"188" 1210 "Murici Fc" "https://media.api-sports.io/football/teams/1210.png" 76 "Serie D" "Brazil" "https://media.api-sports.io/football/leagues/76.png" "https://media-1.api-sports.io/flags/br.svg" 2021 14 14 1137 NA "Attacker" NA FALSE 0 6 0 NA NA 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 0 0 NA NA NA NA NA 237668 "Igor Bahia" "Igor Ruan" "Sousa dos Santos" 30 "Brazil" NA NA FALSE "https://media-1.api-sports.io/football/players/237668.png" "1993-02-25" NA "Brazil" 8
"189" 2229 "Uniclinic Atletico Clube" "https://media-1.api-sports.io/football/teams/2229.png" 76 "Serie D" "Brazil" "https://media-2.api-sports.io/football/leagues/76.png" "https://media-2.api-sports.io/flags/br.svg" 2021 9 7 670 NA "Attacker" NA FALSE 2 2 2 NA NA 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 NA NA NA NA NA 54175 "Olávio" "Olávio" "dos Santos Lima Filho" 30 "Brazil" NA NA FALSE "https://media.api-sports.io/football/players/54175.png" "1993-09-10" "Missão Velha" "Brazil" 9
"190" 2229 "Uniclinic Atletico Clube" "https://media.api-sports.io/football/teams/2229.png" 76 "Serie D" "Brazil" "https://media-2.api-sports.io/football/leagues/76.png" "https://media-2.api-sports.io/flags/br.svg" 2021 21 17 1555 NA "Attacker" NA FALSE 4 5 5 NA NA 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 NA NA NA NA NA 303127 "Erick Pulga" "Erick" "da Costa Farias" 23 "Brazil" "169 cm" "70 kg" FALSE "https://media-2.api-sports.io/football/players/303127.png" "2000-10-02" "Fortaleza" "Brazil" 10
"191" 7788 "União Rondonópolis" "https://media.api-sports.io/football/teams/7788.png" 76 "Serie D" "Brazil" "https://media-2.api-sports.io/football/leagues/76.png" "https://media-2.api-sports.io/flags/br.svg" 2021 17 15 1290 NA "Attacker" NA FALSE 2 11 2 NA NA 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 0 0 NA NA NA NA NA 159676 "Eltinho" "Jesuelton" "Proença de Lima" 28 "Brazil" NA NA FALSE "https://media-1.api-sports.io/football/players/159676.png" "1995-05-06" NA "Brazil" 11
